id,name,number_of_seasons,number_of_episodes,original_language,vote_count,vote_average,adult,first_air_date,last_air_date,in_production,original_name,popularity,type,status,genres,created_by,languages,networks,origin_country,spoken_languages,production_companies,production_countries,episode_run_time
71446,Money Heist,3,41,es,17836,8.257,False,5/2/17,12/3/21,False,La Casa de Papel,96.354,Scripted,Ended,Crime,Álex Pina,es,netflix,ES,Español,Vancouver Media,Spain,70
71446,Money Heist,3,41,es,17836,8.257,False,5/2/17,12/3/21,False,La Casa de Papel,96.354,Scripted,Ended,Drama,Álex Pina,es,netflix,ES,Español,Vancouver Media,Spain,70
66732,Stranger Things,4,34,en,16161,8.624,False,7/15/16,7/1/22,True,Stranger Things,185.711,Scripted,Returning Series,Drama,"Matt Duffer, Ross Duffer",en,netflix,US,English,"21 Laps Entertainment, Monkey Massacre Productions",United States of America,0
66732,Stranger Things,4,34,en,16161,8.624,False,7/15/16,7/1/22,True,Stranger Things,185.711,Scripted,Returning Series,Sci-Fi & Fantasy,"Matt Duffer, Ross Duffer",en,netflix,US,English,"21 Laps Entertainment, Monkey Massacre Productions",United States of America,0
66732,Stranger Things,4,34,en,16161,8.624,False,7/15/16,7/1/22,True,Stranger Things,185.711,Scripted,Returning Series,Mystery,"Matt Duffer, Ross Duffer",en,netflix,US,English,"21 Laps Entertainment, Monkey Massacre Productions",United States of America,0
63174,Lucifer,6,93,en,13870,8.486,False,1/25/16,9/10/21,False,Lucifer,416.668,Scripted,Ended,Crime,Tom Kapinos,en,fox,US,English,"Warner Bros. Television, DC Entertainment, Jerry Bruckheimer Television, DC Vertigo",United States of America,45
63174,Lucifer,6,93,en,13870,8.486,False,1/25/16,9/10/21,False,Lucifer,416.668,Scripted,Ended,Sci-Fi & Fantasy,Tom Kapinos,en,fox,US,English,"Warner Bros. Television, DC Entertainment, Jerry Bruckheimer Television, DC Vertigo",United States of America,45
63174,Lucifer,6,93,en,13870,8.486,False,1/25/16,9/10/21,False,Lucifer,416.668,Scripted,Ended,Crime,Tom Kapinos,en,netflix,US,English,"Warner Bros. Television, DC Entertainment, Jerry Bruckheimer Television, DC Vertigo",United States of America,45
63174,Lucifer,6,93,en,13870,8.486,False,1/25/16,9/10/21,False,Lucifer,416.668,Scripted,Ended,Sci-Fi & Fantasy,Tom Kapinos,en,netflix,US,English,"Warner Bros. Television, DC Entertainment, Jerry Bruckheimer Television, DC Vertigo",United States of America,45
93405,Squid Game,2,9,ko,13053,7.831,False,9/17/21,9/17/21,True,오징어 게임,115.587,Scripted,Returning Series,Action & Adventure,Hwang Dong-hyuk,"en, ko, ur",netflix,KR,"English, 한국어/조선말, اردو","Siren Pictures, Firstman Studio",South Korea,0
93405,Squid Game,2,9,ko,13053,7.831,False,9/17/21,9/17/21,True,오징어 게임,115.587,Scripted,Returning Series,Mystery,Hwang Dong-hyuk,"en, ko, ur",netflix,KR,"English, 한국어/조선말, اردو","Siren Pictures, Firstman Studio",South Korea,0
93405,Squid Game,2,9,ko,13053,7.831,False,9/17/21,9/17/21,True,오징어 게임,115.587,Scripted,Returning Series,Drama,Hwang Dong-hyuk,"en, ko, ur",netflix,KR,"English, 한국어/조선말, اردو","Siren Pictures, Firstman Studio",South Korea,0
85271,WandaVision,1,9,en,11308,8.3,False,1/15/21,3/5/21,False,WandaVision,62.893,Miniseries,Ended,Sci-Fi & Fantasy,Jac Schaeffer,en,disney+,US,English,Marvel Studios,United States of America,0
85271,WandaVision,1,9,en,11308,8.3,False,1/15/21,3/5/21,False,WandaVision,62.893,Miniseries,Ended,Mystery,Jac Schaeffer,en,disney+,US,English,Marvel Studios,United States of America,0
85271,WandaVision,1,9,en,11308,8.3,False,1/15/21,3/5/21,False,WandaVision,62.893,Miniseries,Ended,Drama,Jac Schaeffer,en,disney+,US,English,Marvel Studios,United States of America,0
1418,The Big Bang Theory,12,279,en,10322,7.879,False,9/24/07,5/16/19,False,The Big Bang Theory,344.121,Scripted,Ended,Comedy,"Chuck Lorre, Bill Prady",en,cbs,US,English,"Chuck Lorre Productions, Warner Bros. Television",United States of America,22
84958,Loki,2,12,en,10136,8.2,False,6/9/21,7/14/21,True,Loki,276.759,Scripted,Returning Series,Drama,Michael Waldron,en,disney+,US,English,Marvel Studios,United States of America,52
84958,Loki,2,12,en,10136,8.2,False,6/9/21,7/14/21,True,Loki,276.759,Scripted,Returning Series,Sci-Fi & Fantasy,Michael Waldron,en,disney+,US,English,Marvel Studios,United States of America,52
82856,The Mandalorian,3,24,en,9353,8.5,False,11/12/19,4/19/23,True,The Mandalorian,154.48,Scripted,Returning Series,Sci-Fi & Fantasy,Jon Favreau,en,disney+,US,English,"Lucasfilm Ltd., Golem Creations, Fairview Entertainment",United States of America,0
82856,The Mandalorian,3,24,en,9353,8.5,False,11/12/19,4/19/23,True,The Mandalorian,154.48,Scripted,Returning Series,Action & Adventure,Jon Favreau,en,disney+,US,English,"Lucasfilm Ltd., Golem Creations, Fairview Entertainment",United States of America,0
82856,The Mandalorian,3,24,en,9353,8.5,False,11/12/19,4/19/23,True,The Mandalorian,154.48,Scripted,Returning Series,Drama,Jon Favreau,en,disney+,US,English,"Lucasfilm Ltd., Golem Creations, Fairview Entertainment",United States of America,0
456,The Simpsons,35,762,en,9136,7.999,False,12/17/89,10/1/23,True,The Simpsons,439.488,Scripted,Returning Series,Family,Matt Groening,en,fox,US,English,"Gracie Films, 20th Century Fox Television, 20th Television Animation, 20th Television",United States of America,22
456,The Simpsons,35,762,en,9136,7.999,False,12/17/89,10/1/23,True,The Simpsons,439.488,Scripted,Returning Series,Animation,Matt Groening,en,fox,US,English,"Gracie Films, 20th Century Fox Television, 20th Television Animation, 20th Television",United States of America,22
456,The Simpsons,35,762,en,9136,7.999,False,12/17/89,10/1/23,True,The Simpsons,439.488,Scripted,Returning Series,Comedy,Matt Groening,en,fox,US,English,"Gracie Films, 20th Century Fox Television, 20th Television Animation, 20th Television",United States of America,22
75006,The Umbrella Academy,4,32,en,8891,8.604,False,2/15/19,6/22/22,True,The Umbrella Academy,51.859,Scripted,Returning Series,Action & Adventure,Steve Blackman,en,netflix,US,English,"Dark Horse Entertainment, UCP","Canada, United States of America",0
75006,The Umbrella Academy,4,32,en,8891,8.604,False,2/15/19,6/22/22,True,The Umbrella Academy,51.859,Scripted,Returning Series,Sci-Fi & Fantasy,Steve Blackman,en,netflix,US,English,"Dark Horse Entertainment, UCP","Canada, United States of America",0
75006,The Umbrella Academy,4,32,en,8891,8.604,False,2/15/19,6/22/22,True,The Umbrella Academy,51.859,Scripted,Returning Series,Drama,Steve Blackman,en,netflix,US,English,"Dark Horse Entertainment, UCP","Canada, United States of America",0
76669,Elite,7,49,es,8817,8.071,False,10/5/18,11/18/22,True,Élite,100.711,Scripted,Returning Series,Crime,"Carlos Montero, Darío Madrona",es,netflix,ES,Español,Zeta Studios,Spain,50
76669,Elite,7,49,es,8817,8.071,False,10/5/18,11/18/22,True,Élite,100.711,Scripted,Returning Series,Mystery,"Carlos Montero, Darío Madrona",es,netflix,ES,Español,Zeta Studios,Spain,50
76669,Elite,7,49,es,8817,8.071,False,10/5/18,11/18/22,True,Élite,100.711,Scripted,Returning Series,Drama,"Carlos Montero, Darío Madrona",es,netflix,ES,Español,Zeta Studios,Spain,50
76479,The Boys,4,32,en,8721,8.474,False,7/25/19,7/7/22,True,The Boys,256.856,Scripted,Returning Series,Sci-Fi & Fantasy,Eric Kripke,en,prime video,US,English,"Amazon Studios, Original Film, Sony Pictures Television Studios, Kripke Enterprises, Point Grey Pictures, Kickstart, NightSky Productions",United States of America,60
76479,The Boys,4,32,en,8721,8.474,False,7/25/19,7/7/22,True,The Boys,256.856,Scripted,Returning Series,Action & Adventure,Eric Kripke,en,prime video,US,English,"Amazon Studios, Original Film, Sony Pictures Television Studios, Kripke Enterprises, Point Grey Pictures, Kickstart, NightSky Productions",United States of America,60
88396,The Falcon and the Winter Soldier,1,6,en,8008,7.693,False,3/19/21,4/23/21,False,The Falcon and the Winter Soldier,35.521,Miniseries,Ended,Action & Adventure,Malcolm Spellman,en,disney+,US,English,Marvel Studios,United States of America,50
88396,The Falcon and the Winter Soldier,1,6,en,8008,7.693,False,3/19/21,4/23/21,False,The Falcon and the Winter Soldier,35.521,Miniseries,Ended,Drama,Malcolm Spellman,en,disney+,US,English,Marvel Studios,United States of America,50
119051,Wednesday,2,8,en,7506,8.548,False,11/23/22,11/23/22,True,Wednesday,164.275,Scripted,Returning Series,Sci-Fi & Fantasy,"Miles Millar, Alfred Gough",en,netflix,US,English,"MGM Television, Millar Gough Ink, Toluca Pictures",United States of America,0
119051,Wednesday,2,8,en,7506,8.548,False,11/23/22,11/23/22,True,Wednesday,164.275,Scripted,Returning Series,Mystery,"Miles Millar, Alfred Gough",en,netflix,US,English,"MGM Television, Millar Gough Ink, Toluca Pictures",United States of America,0
119051,Wednesday,2,8,en,7506,8.548,False,11/23/22,11/23/22,True,Wednesday,164.275,Scripted,Returning Series,Comedy,"Miles Millar, Alfred Gough",en,netflix,US,English,"MGM Television, Millar Gough Ink, Toluca Pictures",United States of America,0
1668,Friends,10,228,en,7192,8.444,False,9/22/94,5/6/04,False,Friends,214.333,Scripted,Ended,Comedy,"Marta Kauffman, David Crane",en,nbc,US,English,"Warner Bros. Television, Bright/Kauffman/Crane Productions",United States of America,25
81356,Sex Education,4,32,en,6647,8.304,False,1/11/19,9/21/23,False,Sex Education,1008.977,Scripted,Ended,Comedy,Laurie Nunn,en,netflix,GB,English,Eleven,United Kingdom,0
81356,Sex Education,4,32,en,6647,8.304,False,1/11/19,9/21/23,False,Sex Education,1008.977,Scripted,Ended,Drama,Laurie Nunn,en,netflix,GB,English,Eleven,United Kingdom,0
44217,Vikings,6,89,en,6385,8.086,False,3/3/13,12/30/20,False,Vikings,294.196,Scripted,Ended,Action & Adventure,Michael Hirst,en,prime video,CA,English,"Shaw Media, World 2000 Entertainment, Take 5 Productions","Canada, Ireland",44
44217,Vikings,6,89,en,6385,8.086,False,3/3/13,12/30/20,False,Vikings,294.196,Scripted,Ended,Drama,Michael Hirst,en,prime video,CA,English,"Shaw Media, World 2000 Entertainment, Take 5 Productions","Canada, Ireland",44
44217,Vikings,6,89,en,6385,8.086,False,3/3/13,12/30/20,False,Vikings,294.196,Scripted,Ended,War & Politics,Michael Hirst,en,prime video,CA,English,"Shaw Media, World 2000 Entertainment, Take 5 Productions","Canada, Ireland",44
70523,Dark,3,26,de,6049,8.432,False,12/1/17,6/27/20,False,Dark,86.861,Scripted,Ended,Drama,"Baran bo Odar, Jantje Friese",de,netflix,DE,Deutsch,Wiedemann & Berg Television,Germany,53
70523,Dark,3,26,de,6049,8.432,False,12/1/17,6/27/20,False,Dark,86.861,Scripted,Ended,Sci-Fi & Fantasy,"Baran bo Odar, Jantje Friese",de,netflix,DE,Deutsch,Wiedemann & Berg Television,Germany,53
70523,Dark,3,26,de,6049,8.432,False,12/1/17,6/27/20,False,Dark,86.861,Scripted,Ended,Mystery,"Baran bo Odar, Jantje Friese",de,netflix,DE,Deutsch,Wiedemann & Berg Television,Germany,53
1408,House,8,177,en,5799,8.595,False,11/16/04,5/21/12,False,House,239.575,Scripted,Ended,Drama,David Shore,en,fox,US,English,"Universal Television, Bad Hat Harry Productions, Heel & Toe Films, Shore Z Productions",United States of America,44
1408,House,8,177,en,5799,8.595,False,11/16/04,5/21/12,False,House,239.575,Scripted,Ended,Mystery,David Shore,en,fox,US,English,"Universal Television, Bad Hat Harry Productions, Heel & Toe Films, Shore Z Productions",United States of America,44
77169,Cobra Kai,6,50,en,5734,8.22,False,5/2/18,9/9/22,True,Cobra Kai,118.256,Scripted,Returning Series,Action & Adventure,"Jon Hurwitz, Hayden Schlossberg, Josh Heald",en,netflix,US,English,"Hurwitz & Schlossberg Productions, Sony Pictures Television Studios, Overbrook Entertainment",United States of America,30
77169,Cobra Kai,6,50,en,5734,8.22,False,5/2/18,9/9/22,True,Cobra Kai,118.256,Scripted,Returning Series,Drama,"Jon Hurwitz, Hayden Schlossberg, Josh Heald",en,netflix,US,English,"Hurwitz & Schlossberg Productions, Sony Pictures Television Studios, Overbrook Entertainment",United States of America,30
77169,Cobra Kai,6,50,en,5734,8.22,False,5/2/18,9/9/22,True,Cobra Kai,118.256,Scripted,Returning Series,Comedy,"Jon Hurwitz, Hayden Schlossberg, Josh Heald",en,netflix,US,English,"Hurwitz & Schlossberg Productions, Sony Pictures Television Studios, Overbrook Entertainment",United States of America,30
71912,The Witcher,3,24,en,5159,8.132,False,12/20/19,7/27/23,True,The Witcher,240.462,Scripted,Returning Series,Drama,Lauren Schmidt Hissrich,en,netflix,US,English,"Sean Daniel Company, Platige Image, Hivemind, Little Schmidt Productions, Platige Films","Poland, United States of America",0
71912,The Witcher,3,24,en,5159,8.132,False,12/20/19,7/27/23,True,The Witcher,240.462,Scripted,Returning Series,Action & Adventure,Lauren Schmidt Hissrich,en,netflix,US,English,"Sean Daniel Company, Platige Image, Hivemind, Little Schmidt Productions, Platige Films","Poland, United States of America",0
71912,The Witcher,3,24,en,5159,8.132,False,12/20/19,7/27/23,True,The Witcher,240.462,Scripted,Returning Series,Sci-Fi & Fantasy,Lauren Schmidt Hissrich,en,netflix,US,English,"Sean Daniel Company, Platige Image, Hivemind, Little Schmidt Productions, Platige Films","Poland, United States of America",0
82883,The Act,1,8,en,4899,7.57,False,3/20/19,5/1/19,False,The Act,20.258,Scripted,Ended,Drama,"Nick Antosca, Michelle Dean",en,hulu,US,English,"UCP, Eat the Cat",United States of America,53
82883,The Act,1,8,en,4899,7.57,False,3/20/19,5/1/19,False,The Act,20.258,Scripted,Ended,Crime,"Nick Antosca, Michelle Dean",en,hulu,US,English,"UCP, Eat the Cat",United States of America,53
2288,Prison Break,5,88,en,4508,8.094,False,8/29/05,5/30/17,False,Prison Break,213.262,Scripted,Ended,Action & Adventure,Paul Scheuring,en,fox,US,English,"Prison Break Productions, Adelstein-Parouse Productions, Original Television, 20th Century Fox Television",,45
2288,Prison Break,5,88,en,4508,8.094,False,8/29/05,5/30/17,False,Prison Break,213.262,Scripted,Ended,Crime,Paul Scheuring,en,fox,US,English,"Prison Break Productions, Adelstein-Parouse Productions, Original Television, 20th Century Fox Television",,45
2288,Prison Break,5,88,en,4508,8.094,False,8/29/05,5/30/17,False,Prison Break,213.262,Scripted,Ended,Drama,Paul Scheuring,en,fox,US,English,"Prison Break Productions, Adelstein-Parouse Productions, Original Television, 20th Century Fox Television",,45
42009,Black Mirror,6,26,en,4382,8.306,False,12/4/11,6/15/23,True,Black Mirror,211.893,Scripted,Returning Series,Sci-Fi & Fantasy,Charlie Brooker,en,netflix,GB,English,"House of Tomorrow, Zeppotron",United Kingdom,0
42009,Black Mirror,6,26,en,4382,8.306,False,12/4/11,6/15/23,True,Black Mirror,211.893,Scripted,Returning Series,Drama,Charlie Brooker,en,netflix,GB,English,"House of Tomorrow, Zeppotron",United Kingdom,0
42009,Black Mirror,6,26,en,4382,8.306,False,12/4/11,6/15/23,True,Black Mirror,211.893,Scripted,Returning Series,Mystery,Charlie Brooker,en,netflix,GB,English,"House of Tomorrow, Zeppotron",United Kingdom,0
1100,How I Met Your Mother,9,208,en,4376,8.158,False,9/19/05,3/31/14,False,How I Met Your Mother,319.144,Scripted,Ended,Comedy,"Carter Bays, Craig Thomas",en,cbs,US,English,"Carter Bays, 20th Century Fox Television",United States of America,22
105214,Dark Desire,2,33,es,4181,7.3,False,7/15/20,2/2/22,False,Oscuro deseo,90.553,Scripted,Ended,Mystery,Leticia López Margalli,es,netflix,MX,Español,,Mexico,35
105214,Dark Desire,2,33,es,4181,7.3,False,7/15/20,2/2/22,False,Oscuro deseo,90.553,Scripted,Ended,Drama,Leticia López Margalli,es,netflix,MX,Español,,Mexico,35
61889,Marvel's Daredevil,3,39,en,4046,8.172,False,4/10/15,10/19/18,False,Marvel's Daredevil,53.036,Scripted,Canceled,Crime,Drew Goddard,en,netflix,US,English,"ABC Studios, DeKnight Productions, Goddard Textiles, Marvel Television",United States of America,52
61889,Marvel's Daredevil,3,39,en,4046,8.172,False,4/10/15,10/19/18,False,Marvel's Daredevil,53.036,Scripted,Canceled,Drama,Drew Goddard,en,netflix,US,English,"ABC Studios, DeKnight Productions, Goddard Textiles, Marvel Television",United States of America,52
61889,Marvel's Daredevil,3,39,en,4046,8.172,False,4/10/15,10/19/18,False,Marvel's Daredevil,53.036,Scripted,Canceled,Action & Adventure,Drew Goddard,en,netflix,US,English,"ABC Studios, DeKnight Productions, Goddard Textiles, Marvel Television",United States of America,52
62688,Supergirl,6,126,en,3974,7.334,False,10/26/15,11/9/21,False,Supergirl,143.229,Scripted,Ended,Drama,"Greg Berlanti, Ali Adler, Andrew Kreisberg",en,cbs,US,English,"DC Entertainment, Berlanti Productions, Warner Bros. Television",United States of America,42
62688,Supergirl,6,126,en,3974,7.334,False,10/26/15,11/9/21,False,Supergirl,143.229,Scripted,Ended,Sci-Fi & Fantasy,"Greg Berlanti, Ali Adler, Andrew Kreisberg",en,cbs,US,English,"DC Entertainment, Berlanti Productions, Warner Bros. Television",United States of America,42
62688,Supergirl,6,126,en,3974,7.334,False,10/26/15,11/9/21,False,Supergirl,143.229,Scripted,Ended,Action & Adventure,"Greg Berlanti, Ali Adler, Andrew Kreisberg",en,cbs,US,English,"DC Entertainment, Berlanti Productions, Warner Bros. Television",United States of America,42
2004,Malcolm in the Middle,7,151,en,3896,8.495,False,1/9/00,5/14/06,False,Malcolm in the Middle,188.836,Scripted,Ended,Family,Linwood Boomer,en,fox,US,English,"Fox Television Studios, Regency Television",United States of America,22
2004,Malcolm in the Middle,7,151,en,3896,8.495,False,1/9/00,5/14/06,False,Malcolm in the Middle,188.836,Scripted,Ended,Comedy,Linwood Boomer,en,fox,US,English,"Fox Television Studios, Regency Television",United States of America,22
1434,Family Guy,22,411,en,3884,7.288,False,1/31/99,10/1/23,True,Family Guy,1073.325,Scripted,Returning Series,Animation,Seth MacFarlane,en,fox,US,English,"20th Century Fox Television, Fuzzy Door Productions, 20th Television Animation, 20th Television",United States of America,22
1434,Family Guy,22,411,en,3884,7.288,False,1/31/99,10/1/23,True,Family Guy,1073.325,Scripted,Returning Series,Comedy,Seth MacFarlane,en,fox,US,English,"20th Century Fox Television, Fuzzy Door Productions, 20th Television Animation, 20th Television",United States of America,22
66788,13 Reasons Why,4,49,en,3827,7.647,False,3/31/17,6/5/20,False,13 Reasons Why,131.916,Scripted,Ended,Drama,Brian Yorkey,en,netflix,US,English,"Paramount Television Studios, Anonymous Content",United States of America,57
66788,13 Reasons Why,4,49,en,3827,7.647,False,3/31/17,6/5/20,False,13 Reasons Why,131.916,Scripted,Ended,Mystery,Brian Yorkey,en,netflix,US,English,"Paramount Television Studios, Anonymous Content",United States of America,57
87739,The Queen's Gambit,1,7,en,3810,8.524,False,10/23/20,10/23/20,False,The Queen's Gambit,49.644,Miniseries,Ended,Drama,"Scott Frank, Allan Scott","en, fr, ru, es",netflix,US,"English, Français, Pусский, Español","Flitcraft, Wonderful Films",United States of America,0
95557,Invincible,2,12,en,3717,8.677,False,3/25/21,4/29/21,True,Invincible,74.551,Scripted,Returning Series,Animation,,en,prime video,US,English,"Amazon Studios, Skybound North, Skybound Entertainment","Canada, United States of America",45
95557,Invincible,2,12,en,3717,8.677,False,3/25/21,4/29/21,True,Invincible,74.551,Scripted,Returning Series,Sci-Fi & Fantasy,,en,prime video,US,English,"Amazon Studios, Skybound North, Skybound Entertainment","Canada, United States of America",45
95557,Invincible,2,12,en,3717,8.677,False,3/25/21,4/29/21,True,Invincible,74.551,Scripted,Returning Series,Action & Adventure,,en,prime video,US,English,"Amazon Studios, Skybound North, Skybound Entertainment","Canada, United States of America",45
95557,Invincible,2,12,en,3717,8.677,False,3/25/21,4/29/21,True,Invincible,74.551,Scripted,Returning Series,Drama,,en,prime video,US,English,"Amazon Studios, Skybound North, Skybound Entertainment","Canada, United States of America",45
60797,Scorpion,4,93,en,3688,8.246,False,9/22/14,4/16/18,False,Scorpion,144.243,Scripted,Canceled,Action & Adventure,Nick Santora,en,cbs,US,English,"Perfect Storm Entertainment, K/O Paper Products, Blackjack Productions, SB Films, CBS Studios",United States of America,45
60797,Scorpion,4,93,en,3688,8.246,False,9/22/14,4/16/18,False,Scorpion,144.243,Scripted,Canceled,Drama,Nick Santora,en,cbs,US,English,"Perfect Storm Entertainment, K/O Paper Products, Blackjack Productions, SB Films, CBS Studios",United States of America,45
60797,Scorpion,4,93,en,3688,8.246,False,9/22/14,4/16/18,False,Scorpion,144.243,Scripted,Canceled,Crime,Nick Santora,en,cbs,US,English,"Perfect Storm Entertainment, K/O Paper Products, Blackjack Productions, SB Films, CBS Studios",United States of America,45
91363,What If...?,1,9,en,3676,8.208,False,8/11/21,10/6/21,True,What If...?,53.046,Scripted,Returning Series,Animation,,en,disney+,US,English,"Marvel Studios, Blue Spirit, Squeeze, Flying Bark Productions, Stellar Creative Lab","Australia, Canada, France, United States of America",34
91363,What If...?,1,9,en,3676,8.208,False,8/11/21,10/6/21,True,What If...?,53.046,Scripted,Returning Series,Action & Adventure,,en,disney+,US,English,"Marvel Studios, Blue Spirit, Squeeze, Flying Bark Productions, Stellar Creative Lab","Australia, Canada, France, United States of America",34
91363,What If...?,1,9,en,3676,8.208,False,8/11/21,10/6/21,True,What If...?,53.046,Scripted,Returning Series,Sci-Fi & Fantasy,,en,disney+,US,English,"Marvel Studios, Blue Spirit, Squeeze, Flying Bark Productions, Stellar Creative Lab","Australia, Canada, France, United States of America",34
2316,The Office,9,186,en,3443,8.587,False,3/24/05,5/16/13,False,The Office,179.677,Scripted,Ended,Comedy,"Ricky Gervais, Stephen Merchant, Greg Daniels",en,nbc,US,English,,United States of America,0
4057,Criminal Minds,16,334,en,3413,8.324,False,9/22/05,2/9/23,True,Criminal Minds,275.182,Scripted,Returning Series,Crime,Jeff Davis,en,cbs,US,English,"Touchstone Television, The Mark Gordon Company, Paramount Television Studios, CBS Studios, ABC Signature, Erica Messer Productions",United States of America,42
4057,Criminal Minds,16,334,en,3413,8.324,False,9/22/05,2/9/23,True,Criminal Minds,275.182,Scripted,Returning Series,Drama,Jeff Davis,en,cbs,US,English,"Touchstone Television, The Mark Gordon Company, Paramount Television Studios, CBS Studios, ABC Signature, Erica Messer Productions",United States of America,42
4057,Criminal Minds,16,334,en,3413,8.324,False,9/22/05,2/9/23,True,Criminal Minds,275.182,Scripted,Returning Series,Mystery,Jeff Davis,en,cbs,US,English,"Touchstone Television, The Mark Gordon Company, Paramount Television Studios, CBS Studios, ABC Signature, Erica Messer Productions",United States of America,42
2734,Law & Order: Special Victims Unit,24,538,en,3389,7.962,False,9/20/99,5/18/23,True,Law & Order: Special Victims Unit,953.554,Scripted,Returning Series,Crime,Dick Wolf,en,nbc,US,English,"Wolf Entertainment, Universal Television, Studios USA, Universal Media Studios",United States of America,43
2734,Law & Order: Special Victims Unit,24,538,en,3389,7.962,False,9/20/99,5/18/23,True,Law & Order: Special Victims Unit,953.554,Scripted,Returning Series,Drama,Dick Wolf,en,nbc,US,English,"Wolf Entertainment, Universal Television, Studios USA, Universal Media Studios",United States of America,43
2734,Law & Order: Special Victims Unit,24,538,en,3389,7.962,False,9/20/99,5/18/23,True,Law & Order: Special Victims Unit,953.554,Scripted,Returning Series,Mystery,Dick Wolf,en,nbc,US,English,"Wolf Entertainment, Universal Television, Studios USA, Universal Media Studios",United States of America,43
5920,The Mentalist,7,151,en,3378,8.39,False,9/23/08,2/18/15,False,The Mentalist,232.385,Scripted,Ended,Crime,Bruno Heller,en,cbs,US,English,"Warner Bros. Television, Primrose Hill Productions",United States of America,43
5920,The Mentalist,7,151,en,3378,8.39,False,9/23/08,2/18/15,False,The Mentalist,232.385,Scripted,Ended,Drama,Bruno Heller,en,cbs,US,English,"Warner Bros. Television, Primrose Hill Productions",United States of America,43
5920,The Mentalist,7,151,en,3378,8.39,False,9/23/08,2/18/15,False,The Mentalist,232.385,Scripted,Ended,Mystery,Bruno Heller,en,cbs,US,English,"Warner Bros. Television, Primrose Hill Productions",United States of America,43
46331,Under the Dome,3,39,en,3355,7.214,False,6/24/13,9/10/15,False,Under the Dome,108.565,Scripted,Canceled,Drama,Brian K. Vaughan,en,cbs,US,English,"Amblin Television, Baer Bones, CBS Studios",United States of America,42
46331,Under the Dome,3,39,en,3355,7.214,False,6/24/13,9/10/15,False,Under the Dome,108.565,Scripted,Canceled,Mystery,Brian K. Vaughan,en,cbs,US,English,"Amblin Television, Baer Bones, CBS Studios",United States of America,42
46331,Under the Dome,3,39,en,3355,7.214,False,6/24/13,9/10/15,False,Under the Dome,108.565,Scripted,Canceled,Sci-Fi & Fantasy,Brian K. Vaughan,en,cbs,US,English,"Amblin Television, Baer Bones, CBS Studios",United States of America,42
94605,Arcane,2,9,en,3341,8.74,False,11/6/21,11/20/21,True,Arcane,42.447,Scripted,Returning Series,Animation,"Christian Linke, Alex Yee",en,netflix,US,English,"Fortiche Production, Riot Games","France, United States of America",41
94605,Arcane,2,9,en,3341,8.74,False,11/6/21,11/20/21,True,Arcane,42.447,Scripted,Returning Series,Drama,"Christian Linke, Alex Yee",en,netflix,US,English,"Fortiche Production, Riot Games","France, United States of America",41
94605,Arcane,2,9,en,3341,8.74,False,11/6/21,11/20/21,True,Arcane,42.447,Scripted,Returning Series,Sci-Fi & Fantasy,"Christian Linke, Alex Yee",en,netflix,US,English,"Fortiche Production, Riot Games","France, United States of America",41
94605,Arcane,2,9,en,3341,8.74,False,11/6/21,11/20/21,True,Arcane,42.447,Scripted,Returning Series,Action & Adventure,"Christian Linke, Alex Yee",en,netflix,US,English,"Fortiche Production, Riot Games","France, United States of America",41
99966,All of Us Are Dead,2,12,ko,3335,8.354,False,1/28/22,1/28/22,True,지금 우리 학교는,107.108,Scripted,Returning Series,Action & Adventure,"Chun Sung-il, JQ Lee, Kim Nam-soo","en, ko",netflix,KR,"English, 한국어/조선말","Film Monster, SLL, Kim Jong-hak Production",South Korea,65
99966,All of Us Are Dead,2,12,ko,3335,8.354,False,1/28/22,1/28/22,True,지금 우리 학교는,107.108,Scripted,Returning Series,Drama,"Chun Sung-il, JQ Lee, Kim Nam-soo","en, ko",netflix,KR,"English, 한국어/조선말","Film Monster, SLL, Kim Jong-hak Production",South Korea,65
99966,All of Us Are Dead,2,12,ko,3335,8.354,False,1/28/22,1/28/22,True,지금 우리 학교는,107.108,Scripted,Returning Series,Sci-Fi & Fantasy,"Chun Sung-il, JQ Lee, Kim Nam-soo","en, ko",netflix,KR,"English, 한국어/조선말","Film Monster, SLL, Kim Jong-hak Production",South Korea,65
79242,Chilling Adventures of Sabrina,2,36,en,3320,8.242,False,10/26/18,12/31/20,False,Chilling Adventures of Sabrina,123.963,Scripted,Ended,Mystery,Roberto Aguirre-Sacasa,en,netflix,US,English,"Berlanti Productions, Warner Bros. Television","Canada, United States of America",60
79242,Chilling Adventures of Sabrina,2,36,en,3320,8.242,False,10/26/18,12/31/20,False,Chilling Adventures of Sabrina,123.963,Scripted,Ended,Sci-Fi & Fantasy,Roberto Aguirre-Sacasa,en,netflix,US,English,"Berlanti Productions, Warner Bros. Television","Canada, United States of America",60
79242,Chilling Adventures of Sabrina,2,36,en,3320,8.242,False,10/26/18,12/31/20,False,Chilling Adventures of Sabrina,123.963,Scripted,Ended,Drama,Roberto Aguirre-Sacasa,en,netflix,US,English,"Berlanti Productions, Warner Bros. Television","Canada, United States of America",60
60708,Gotham,5,100,en,3157,7.6,False,9/22/14,4/25/19,False,Gotham,100.464,Scripted,Ended,Drama,Bruno Heller,en,fox,US,English,"DC Entertainment, Primrose Hill Productions, Warner Bros. Television",United States of America,43
